pruning_variant,priority_policy,portfolio_mode,trading_session,net_pnl
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-15,-12.74
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-16,-208.16
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-17,-137.0
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-18,222.76
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-19,155.3
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-22,87.79000000000002
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-23,-45.22
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-24,123.8
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-25,227.76
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-26,-125.46
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-29,-59.22
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-09-30,-125.65999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-01,216.54
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-02,97.27000000000001
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-03,-5.68000000000001
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-06,-106.46000000000001
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-07,-424.34
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-08,35.49
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-09,-253.32
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-10,775.78
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-13,758.54
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-14,63.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-15,-478.14
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-16,-1444.3400000000001
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-17,738.54
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-20,91.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-21,-331.84
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-22,-268.85
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-23,-82.74
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-24,-108.05
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-27,-69.96
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-28,-260.68
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-29,-285.53
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-30,-104.96000000000001
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-10-31,-54.09999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-03,77.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-04,-401.66
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-05,94.77999999999999
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-06,-218.7
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-07,134.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-10,-91.21999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-11,-100.19
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-12,-100.32
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-13,109.48
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-14,-56.46000000000002
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-17,-35.339999999999996
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-18,-227.72
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-19,-49.22
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-20,1417.78
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-21,-235.20000000000005
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-24,114.76
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-25,-128.06000000000003
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-26,157.53999999999996
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-27,-42.459999999999994
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-11-28,70.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-01,215.51999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-02,-172.69
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-03,-151.95999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-04,-272.46000000000004
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-05,400.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-08,-226.65999999999997
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-09,-3.459999999999992
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-10,-583.13
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-11,-346.44
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-12,-149.18
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-15,-41.92
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-16,161.54
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-17,380.78
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-18,437.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-19,-294.05
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-22,-248.20000000000002
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-23,174.54
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-24,-0.74
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-26,-31.699999999999996
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-29,87.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2025-12-30,57.56000000000001
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-02,39.280000000000015
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-05,140.02
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-06,199.54
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-07,23.520000000000003
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-08,-111.45999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-09,249.01999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-12,-157.45999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-13,-372.53
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-14,-113.02
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-15,-109.95999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-16,-501.96
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-19,0.020000000000010232
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-20,-310.64
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-21,476.81999999999994
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-22,-32.21999999999999
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-23,287.52
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-26,66.02
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-27,180.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-28,-160.22
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-29,-238.48000000000002
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-01-30,-6.960000000000008
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-02,-0.24
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-03,46.519999999999996
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-04,-112.96000000000004
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-05,-812.94
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-06,-22.22
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-09,183.17000000000002
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-10,-149.44
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-11,-376.42999999999995
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-12,174.55999999999997
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-13,196.52
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-16,-299.46000000000004
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-17,-443.08000000000004
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-18,18.390000000000008
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-19,-511.84000000000003
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-20,461.02
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-23,142.54000000000002
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-24,99.52000000000001
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-25,-25.479999999999997
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-26,-218.22
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-02-27,203.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-02,6.779999999999994
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-03,-43.22000000000003
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-04,386.76
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-05,280.05999999999995
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-06,215.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-09,67.38
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-10,-170.22
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-11,-209.22
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-12,-1885.58
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-13,-56.379999999999995
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-16,-5.45999999999999
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-17,-26.109999999999985
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-18,-886.3599999999999
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-19,-68.15
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-20,75.78
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-23,103.02
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-24,-135.12
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-25,37.78
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-26,234.29999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-27,-454.22
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-30,-136.96
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-03-31,198.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-01,127.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-02,353.02
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-06,210.8
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-07,-212.95999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-08,-257.96
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-09,-11.220000000000006
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-10,121.80000000000003
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-13,-34.96000000000001
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-14,308.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-15,252.51999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-16,64.54
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-17,171.52
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-20,-176.45999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-21,-218.07999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-22,273.52
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-23,233.51999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-24,200.51999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-27,-513.3199999999999
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-28,-312.09000000000003
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-29,10.849999999999994
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-04-30,318.29999999999995
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-01,-265.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-04,77.28000000000003
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-05,-108.08999999999999
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-06,259.78
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-07,-439.88
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-08,-0.24
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-11,-8.460000000000008
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-12,34.77999999999997
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-13,184.77999999999997
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-14,160.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-15,238.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-18,-357.15999999999997
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-19,-341.90999999999997
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-20,-101.46000000000002
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-21,53.28999999999999
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-22,71.26
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-25,-74.58
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-26,233.32
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-27,-43.72000000000002
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-28,335.52
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-05-29,71.47999999999999
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-01,179.68
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-02,143.96
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-03,-75.88
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-04,101.02
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-05,605.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-08,52.77999999999999
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-09,-260.94
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-10,64.05999999999995
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-11,804.3
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-12,392.76
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-15,193.01999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-16,703.04
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-17,-555.46
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-18,428.02
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-22,-247.14000000000004
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-23,498.02
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-24,-55.20000000000002
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-25,90.01999999999998
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-29,736.78
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-06-30,135.28
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-07-01,7.140000000000008
overlay_priority_only,rare_setup_first,one_trade_at_a_time_chronological,2026-07-02,434.58
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-14,-35.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-15,-85.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-16,-63.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-17,-83.9
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-18,-38.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-21,38.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-22,-42.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-23,-70.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-24,-23.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-25,102.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-28,55.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-29,-10.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-30,76.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-07-31,-41.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-01,-76.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-04,-10.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-05,-79.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-06,-18.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-07,-66.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-08,-30.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-11,40.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-12,-92.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-13,-31.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-14,-18.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-15,-39.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-18,-31.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-19,-68.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-20,-281.37
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-21,-157.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-22,195.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-25,99.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-26,-46.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-27,-61.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-28,79.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-08-29,25.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-01,5.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-02,147.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-03,-45.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-04,-15.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-05,-85.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-08,-50.06
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-09,-55.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-10,-32.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-11,-12.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-12,45.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-15,-12.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-16,-33.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-17,-16.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-18,222.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-19,71.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-22,-16.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-23,-24.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-24,-28.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-25,227.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-26,-11.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-29,29.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-09-30,-116.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-01,209.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-02,24.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-03,-45.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-06,-34.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-07,-15.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-08,69.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-09,-23.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-10,-9.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-13,249.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-14,-81.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-15,244.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-16,-114.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-17,294.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-20,91.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-21,-48.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-22,-31.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-23,-82.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-24,-9.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-27,37.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-28,-41.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-29,23.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-30,-59.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-10-31,-14.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-03,77.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-04,-72.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-05,185.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-06,-53.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-07,134.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-10,-20.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-11,-54.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-12,-28.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-13,-209.54
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-14,186.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-17,-91.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-18,-217.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-19,-25.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-20,9.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-21,-59.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-24,114.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-25,-41.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-26,-74.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-27,6.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-11-28,70.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-01,231.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-02,-131.4
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-03,-25.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-04,-136.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-05,259.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-08,-77.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-09,-11.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-10,1.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-11,-65.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-12,-147.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-15,-5.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-16,-31.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-17,34.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-18,126.26
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-19,-163.81
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-22,-48.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-23,106.76
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-24,-0.74
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-26,-44.24
overlay_priority_only,rare_setup_first,max_one_trade_per_session,2025-12-29,64.76
